raw_specialty,nucc_codes,Label,explain,validated_label_used,methodA_flag,methodA_overlap_unigram,methodA_overlap_bigram,methodA_uni_jaccard,methodA_bi_jaccard,methodB_flag,methodB_fwd,methodB_rev,methodB_avg,methodC_flag,methodC_cosine,green_flag
Licensed Social Worker,1041C0700X,1.0,fuzzy match (query='licensed social worker'): 'social worker' score=1.00,,,,,,,,,,,,,1
Medical Toxicology,207PT0002X|2080T0002X|2083T0002X,1.0,fuzzy match (query='toxicology'): 'medicine toxicology' score=1.00; 'pediatrics toxicology' score=1.00; 'preventive medicine toxicology' score=1.00,,,,,,,,,,,,,1
MENTAL HEALTH,101YM0800X|363LP0808X|364SP0807X|364SP0809X|364SP0810X,1.0,fuzzy match (query='mental'): 'counselor mental' score=1.00; 'nurse psychiatric mental' score=1.00; 'nurse psychiatric mental adult' score=1.00; 'nurse psychiatric mental child adolescent' score=1.00; 'nurse psychiatric mental child family' score=1.00,,,,,,,,,,,,,1
NEUROMUSCULAR MEDICINE,207PE0004X|2081N0008X|2084N0008X,1.0,fuzzy match (query='neuromuscular medicine'): 'medicine' score=1.00; 'medicine rehabilitation neuromuscular medicine' score=1.00; 'psychiatry neurology neuromuscular medicine' score=1.00,,,,,,,,,,,,,1
NEUROMUSCULOSKELETAL MEDICINE,204C00000X|204D00000X|207PE0004X,1.0,fuzzy match (query='neuromusculoskeletal medicine'): 'medicine' score=1.00; 'neuromusculoskeletal medicine omm' score=1.00; 'neuromusculoskeletal medicine sports medicine' score=1.00,,,,,,,,,,,,,1
OB/GYN,207V00000X,1.0,exact match on 'obstetrics gynecology',,,,,,,,,,,,,1
ONCOLOGY,261QX0200X,1.0,exact match on 'oncology' + spacing rescue,,,,,,,,,,,,,1
ORAL AND MAXILLOFACIAL SURGERY,204E00000X|261QS0112X,1.0,exact match on 'oral maxillofacial surgery',,,,,,,,,,,,,1
PEDIATRIC EMERGENCY MEDICINE,207PE0004X|207PP0204X|2080P0203X|2080P0204X|2081P0010X,1.0,fuzzy match (query='pediatric medicine'): 'medicine' score=1.00; 'medicine pediatric medicine' score=1.00; 'pediatrics pediatric critical medicine' score=1.00; 'pediatrics pediatric medicine' score=1.00; 'medicine rehabilitation pediatric rehabilitation medicine' score=1.00,,,,,,,,,,,,,1
Pediatrics - Physician,208000000X|2080P1004X|363AM0700X,1.0,fuzzy match (query='pediatrics physician'): 'pediatrics' score=1.00; 'pediatrics physician nutrition' score=1.00; 'physician' score=1.00,,,,,,,,,,,,,1
Physical Medicine & Rehab,207PE0004X,1.0,fuzzy match (query='medicine rehab'): 'medicine' score=1.00,,,,,,,,,,,,,1
Physical Medicine and Rehabilitation,208100000X,1.0,exact match on 'medicine rehabilitation',,,,,,,,,,,,,1
Physical Medicine Rehab,207PE0004X,1.0,fuzzy match (query='medicine rehab'): 'medicine' score=1.00,,,,,,,,,,,,,1
PHYSICAL THERAPIST,225100000X,1.0,exact match on 'therapist',,,,,,,,,,,,,1
REGISTERED DIETICIAN,133V00000X,0.8889,fuzzy match (query='dietician'): 'dietitian' score=0.89,"Dietitian, Registered",0,1,0,0.5,0.0,0,0.95,0.95,0.95,0,0.902,1
Social Worker LISW/LCSW,1041C0700X,1.0,fuzzy match (query='social worker lisw lcsw'): 'social worker' score=1.00,,,,,,,,,,,,,1
Surgery - Plastic,207WX0200X|207YS0123X|207YX0007X|207YX0905X|208200000X,1.0,fuzzy match (query='surgery plastic'): 'ophthalmology ophthalmic plastic reconstructive surgery' score=1.00; 'otolaryngology facial plastic surgery' score=1.00; 'otolaryngology otolaryngology facial plastic surgery' score=1.00; 'otolaryngology plastic surgery within the head neck' score=1.00; 'plastic surgery' score=1.00,,,,,,,,,,,,,1
AA,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='aa'),,,,,,,,,,,,,0
ABA Certified Therapist,225100000X,1.0,fuzzy match (query='aba certified therapist'): 'therapist' score=1.00,,,,,,,,,,,,,1
AC,JUNK,0.5714,best fuzzy 0.57 below cutoff 0.60 (query='ac'),,,,,,,,,,,,,0
AD,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='ad'),,,,,,,,,,,,,0
Adult,103TA0700X|207QA0505X|207RA0002X|207XS0114X|364SP0809X,1.0,fuzzy match (query='adult'): 'family medicine adult medicine' score=1.00; 'internal medicine adult congenital heart disease' score=1.00; 'orthopaedic surgery adult reconstructive orthopaedic surgery' score=1.00; 'psychologist adult development aging' score=1.00; 'nurse psychiatric mental adult' score=1.00,,,,,,,,,,,,,1
ADVANCED LIFE SUPPORT STATEWIDE,367A00000X,0.6667,fuzzy match (query='advanced life support statewide'): 'advanced midwife' score=0.67,Advanced Practice Midwife,0,1,0,0.3333,0.0,1,0.6071,0.6071,0.6071,1,0.4212,0
AG,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='ag'),,,,,,,,,,,,,0
AGENCY,251300000X|252Y00000X|253J00000X,1.0,fuzzy match (query='agency'): 'early intervention provider agency' score=1.00; 'foster agency' score=1.00; 'local education agency lea' score=1.00 + spacing rescue,,,,,,,,,,,,,1
AH,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='ah'),,,,,,,,,,,,,0
AI,261QP3300X|344600000X,0.6667,fuzzy match (query='ai'): 'pain' score=0.67; 'taxi' score=0.67,Taxi,1,0,0,0.0,0.0,0,0.6667,0.6667,0.6667,1,0.2441,0
AL,JUNK,0.5714,best fuzzy 0.57 below cutoff 0.60 (query='al'),,,,,,,,,,,,,0
ANESTHESIA,207L00000X,0.75,fuzzy match (query='anesthesia'): 'anesthesiology' score=0.75,Anesthesiology,1,0,0,0.0,0.0,0,0.75,0.75,0.75,0,0.7609,0
AO,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='ao'),,,,,,,,,,,,,0
AU,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='au'),,,,,,,,,,,,,0
AUTISM SPECTRUM,261QM1300X,0.6,fuzzy match (query='autism spectrum'): 'multi specialty' score=0.60,Clinic/Center Multi-Specialty,1,0,0,0.0,0.0,1,0.4091,0.4091,0.4091,1,0.1539,0
Lic Pro Clinical Cnslr LPCC,JUNK,0.4737,best fuzzy 0.47 below cutoff 0.60 (query='lic pro cnslr lpcc'),,,,,,,,,,,,,0
AZ,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='az'),,,,,,,,,,,,,0
B5,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='b5'),,,,,,,,,,,,,0
BASIC LIFE SUPPORT STATEWIDE,146N00000X,1.0,fuzzy match (query='basic life support statewide'): 'basic' score=1.00,,,,,,,,,,,,,1
BEHAVIORAL CLINIC,2080P0006X|2084B0040X|251S00000X|3104A0630X|261Q00000X,1.0,fuzzy match (query='behavioral'): 'pediatrics developmental behavioral pediatrics' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'community behavioral' score=1.00; 'assisted living assisted living behavioral disturbances' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Family Health,207Q00000X|207QA0000X|207QA0401X|207QA0505X|207QG0300X,1.0,fuzzy match (query='family'): 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00; 'family medicine geriatric medicine' score=1.00,,,,,,,,,,,,,1
BEHAVIORAL HEALTH CLINIC,2080P0006X|2084B0040X|251S00000X|3104A0630X|261Q00000X,1.0,fuzzy match (query='behavioral'): 'pediatrics developmental behavioral pediatrics' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'community behavioral' score=1.00; 'assisted living assisted living behavioral disturbances' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Behavioral Health Counselor,101Y00000X,1.0,fuzzy match (query='behavioral counselor'): 'counselor' score=1.00,,,,,,,,,,,,,1
BEHAVIORAL HEALTH TECHNOLOGIST,2080P0006X|2084B0040X|251S00000X|3104A0630X,1.0,fuzzy match (query='behavioral'): 'pediatrics developmental behavioral pediatrics' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'community behavioral' score=1.00; 'assisted living assisted living behavioral disturbances' score=1.00,,,,,,,,,,,,,1
Behavioral Hlth Clinician,251S00000X,0.6667,fuzzy match (query='behavioral hlth clinician'): 'community behavioral' score=0.67,Community/Behavioral Health,0,1,0,0.5,0.0,0,0.7308,0.7308,0.7308,0,0.6464,1
BEHAVIORAL TECHNICIAN,2080P0006X|2084B0040X|251S00000X|3104A0630X,1.0,fuzzy match (query='behavioral'): 'pediatrics developmental behavioral pediatrics' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'community behavioral' score=1.00; 'assisted living assisted living behavioral disturbances' score=1.00,,,,,,,,,,,,,1
BEHAVIORAL TREATMENT THERAPIST,225100000X,1.0,fuzzy match (query='behavioral treatment therapist'): 'therapist' score=1.00,,,,,,,,,,,,,1
BHP,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='bhp'),,,,,,,,,,,,,0
LONG TERM SUPPORT SERVICES,282E00000X,1.0,fuzzy match (query='long term support'): 'long term' score=1.00,,,,,,,,,,,,,1
BI,JUNK,0.5714,best fuzzy 0.57 below cutoff 0.60 (query='bi'),,,,,,,,,,,,,0
CLINIC,261Q00000X,1.0,blank input + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
BJ,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='bj'),,,,,,,,,,,,,0
THORACIC,208G00000X,1.0,fuzzy match (query='thoracic'): 'thoracic surgery cardiothoracic vascular surgery' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Board Certified,2278C0205X|2278E0002X|2278E1000X|2278G1100X|367500000X,0.75,fuzzy match (query='board certified'): 'nurse anesthetist certified' score=0.75; 'respiratory therapist certified' score=0.75; 'respiratory therapist certified critical' score=0.75; 'respiratory therapist certified educational' score=0.75; 'respiratory therapist certified general' score=0.75,"Respiratory Therapist, Certified Critical Care",0,1,0,0.25,0.0,0,0.75,0.75,0.75,1,0.343,0
CARDIOLOGY,246W00000X,1.0,exact match on 'cardiology' + spacing rescue,,,,,,,,,,,,,1
SPEC/TECH,JUNK,0.5556,best fuzzy 0.56 below cutoff 0.60 (query='spec tech'),,,,,,,,,,,,,0
CARDIOLOGY - 207RC0000X,207RC0000X,1.0,direct NUCC code detected in input,,,,,,,,,,,,,1
CERTIFIED FAMILY HOME,251E00000X,1.0,fuzzy match (query='certified family home'): 'home' score=1.00,,,,,,,,,,,,,1
CERTIFIED MEDICAL ASSISTANT,2278C0205X|2278E0002X|2278E1000X|2278G1100X|367500000X,1.0,fuzzy match (query='certified'): 'nurse anesthetist certified' score=1.00; 'respiratory therapist certified' score=1.00; 'respiratory therapist certified critical' score=1.00; 'respiratory therapist certified educational' score=1.00; 'respiratory therapist certified general' score=1.00,,,,,,,,,,,,,1
CF,JUNK,0.2857,best fuzzy 0.29 below cutoff 0.60 (query='cf'),,,,,,,,,,,,,0
CHILD,208000000X,1.0,exact match on 'pediatrics',,,,,,,,,,,,,1
CHILD & ADOLESCENT,103TC2200X|2084P0804X|364SP0807X,1.0,fuzzy match (query='child adolescent'): 'psychiatry neurology child adolescent psychiatry' score=1.00; 'psychologist child adolescent' score=1.00; 'nurse psychiatric mental child adolescent' score=1.00,,,,,,,,,,,,,1
CHILD & FAMILY,364SP0810X,1.0,fuzzy match (query='child family'): 'nurse psychiatric mental child family' score=1.00,,,,,,,,,,,,,1
CHLD/FAMILY - 364SP0810X,364SP0810X,1.0,direct NUCC code detected in input,,,,,,,,,,,,,1
CI,JUNK,0.4444,best fuzzy 0.44 below cutoff 0.60 (query='ci'),,,,,,,,,,,,,0
CIP,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='cip'),,,,,,,,,,,,,0
CJ,JUNK,0.2857,best fuzzy 0.29 below cutoff 0.60 (query='cj'),,,,,,,,,,,,,0
CK,JUNK,0.2857,best fuzzy 0.29 below cutoff 0.60 (query='ck'),,,,,,,,,,,,,0
CLINICAL,JUNK,0.0,blank input,,,,,,,,,,,,,0
CLINICAL INFORMATICS - OTOLARYNGOLOGY,207Y00000X,1.0,fuzzy match (query='informatics otolaryngology'): 'otolaryngology' score=1.00,,,,,,,,,,,,,1
CLINICALLY MANAGED HIGH INTENSITY,JUNK,0.5424,best fuzzy 0.54 below cutoff 0.60 (query='clinically managed high intensity'),,,,,,,,,,,,,0
CLINICALLY MANAGED LOW INTENSITY SERVICES,JUNK,0.5862,best fuzzy 0.59 below cutoff 0.60 (query='clinically managed low intensity'),,,,,,,,,,,,,0
CLTC,JUNK,0.4615,best fuzzy 0.46 below cutoff 0.60 (query='cltc'),,,,,,,,,,,,,0
COMM BASED RES TREAT FACLTY - MENTAL RETARDATION,261QM0850X|320800000X,0.6939,fuzzy match (query='comm based res treat faclty mental retardation'): 'community based residential treatment mental illness' score=0.69; 'adult mental' score=0.67,"Community Based Residential Treatment Facility, Mental Illness",0,2,0,0.2857,0.0,0,0.729,0.729,0.729,1,0.3634,0
Art Therapy,246ZA2600X|261QP2000X,1.0,fuzzy match (query='art therapy'): 'therapy' score=1.00; 'art' score=1.00,,,,,,,,,,,,,1
COMMUNITY BASED,251G00000X|261QC1500X|320800000X|320900000X,1.0,fuzzy match (query='community based'): 'hospice community based' score=1.00; 'community' score=1.00; 'community based residential treatment mental illness' score=1.00; 'community based residential treatment intellectual or developmental disabilities' score=1.00,,,,,,,,,,,,,1
Community Health Clinic,261QC1500X|261Q00000X,1.0,exact match on 'community' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
LAND TRANSPORT,3416L0300X,1.0,fuzzy match (query='land transport'): 'ambulance land transport' score=1.00,,,,,,,,,,,,,1
ADAPTIVE ASSISTANCE DEVICES,JUNK,0.5238,best fuzzy 0.52 below cutoff 0.60 (query='adaptive assistance devices'),,,,,,,,,,,,,0
COMMUNITY HEALTH WORKERS,261QC1500X,1.0,fuzzy match (query='community workers'): 'community' score=1.00,,,,,,,,,,,,,1
COMMUNITY SUPPORT SERVICES,261QC1500X,1.0,fuzzy match (query='community support'): 'community' score=1.00,,,,,,,,,,,,,1
COMPLEX REHAB TECHNOLOGY SUPPLIER,207PE0004X|208100000X|283X00000X,1.0,fuzzy match (query='complex medicine rehabilitation technology supplier'): 'medicine' score=1.00; 'medicine rehabilitation' score=1.00; 'rehabilitation' score=1.00,,,,,,,,,,,,,1
Congenital Cardiac Surgery,208600000X,1.0,fuzzy match (query='congenital cardiac surgery'): 'surgery' score=1.00,,,,,,,,,,,,,1
CONVENIENCE CARE CLINIC,261Q00000X,1.0,best fuzzy 0.59 below cutoff 0.60 (query='convenience') + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
CONVENIENT CARE CLINIC,261Q00000X,1.0,best fuzzy 0.54 below cutoff 0.60 (query='convenient') + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
COUNSELING,103TC1900X,1.0,fuzzy match (query='counseling'): 'psychologist counseling' score=1.00 + spacing rescue,,,,,,,,,,,,,1
CR,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='cr'),,,,,,,,,,,,,0
CRISIS INTERVENTION,252Y00000X,0.7742,fuzzy match (query='crisis intervention'): 'early intervention provider agency' score=0.77,Early Intervention Provider Agency,1,0,0,0.0,0.0,0,0.7742,0.7742,0.7742,1,0.3966,0
CRISIS INTERVENTION & CSP,252Y00000X,0.6857,fuzzy match (query='crisis intervention csp'): 'early intervention provider agency' score=0.69,Early Intervention Provider Agency,1,0,0,0.0,0.0,1,0.623,0.623,0.623,1,0.3915,0
CX,JUNK,0.3333,best fuzzy 0.33 below cutoff 0.60 (query='cx'),,,,,,,,,,,,,0
POINT OF SERVICE,305S00000X,1.0,exact match on 'point',,,,,,,,,,,,,1
CZ,JUNK,0.2857,best fuzzy 0.29 below cutoff 0.60 (query='cz'),,,,,,,,,,,,,0
DEV DISAB,JUNK,0.5143,best fuzzy 0.51 below cutoff 0.60 (query='dev disab'),,,,,,,,,,,,,0
Developmental Disorder,103TM1800X|2080P0006X|222Q00000X|261QD1600X|320900000X,0.75,fuzzy match (query='developmental disorder'): 'developmental disabilities' score=0.75; 'pediatrics developmental behavioral pediatrics' score=0.74; 'psychologist intellectual developmental disabilities' score=0.74; 'developmental therapist' score=0.74; 'community based residential treatment intellectual or developmental disabilities' score=0.74,Psychologist Intellectual & Developmental Disabilities,0,1,0,0.2,0.0,0,0.7429,0.7429,0.7429,1,0.5895,0
DHEC,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='dhec'),,,,,,,,,,,,,0
DIAGNOSTIC,2084D0003X|2085D0003X|2085R0202X|2085U0001X|261QS1200X,1.0,fuzzy match (query='diagnostic'): 'psychiatry neurology diagnostic neuroimaging' score=1.00; 'radiology diagnostic neuroimaging' score=1.00; 'radiology diagnostic radiology' score=1.00; 'radiology diagnostic ultrasound' score=1.00; 'sleep disorder diagnostic' score=1.00 + spacing rescue,,,,,,,,,,,,,1
DJ,JUNK,0.2857,best fuzzy 0.29 below cutoff 0.60 (query='dj'),,,,,,,,,,,,,0
DM,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='dm'),,,,,,,,,,,,,0
DRG,JUNK,0.4444,best fuzzy 0.44 below cutoff 0.60 (query='drg'),,,,,,,,,,,,,0
Spinal Cord Injury,2081P0004X,1.0,fuzzy match (query='spinal cord injury'): 'medicine rehabilitation spinal cord injury medicine' score=1.00,,,,,,,,,,,,,1
DT,JUNK,0.5,best fuzzy 0.50 below cutoff 0.60 (query='dt'),,,,,,,,,,,,,0
DU,JUNK,0.5714,best fuzzy 0.57 below cutoff 0.60 (query='du'),,,,,,,,,,,,,0
DW,JUNK,0.4444,best fuzzy 0.44 below cutoff 0.60 (query='dw'),,,,,,,,,,,,,0
EA,JUNK,0.5714,best fuzzy 0.57 below cutoff 0.60 (query='ea'),,,,,,,,,,,,,0
EMPLOYMENT SUPPORT,253Z00000X,0.6667,fuzzy match (query='employment support'): 'in home supportive' score=0.67,In Home Supportive Care,1,0,0,0.0,0.0,1,0.6341,0.6341,0.6341,1,0.4723,0
ENDOCRINE SURGERY,208600000X,1.0,fuzzy match (query='endocrine surgery'): 'surgery' score=1.00,,,,,,,,,,,,,1
Urgent Care/After Hours,261QU0200X,1.0,fuzzy match (query='urgent after hours'): 'urgent' score=1.00,,,,,,,,,,,,,1
EU,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='eu'),,,,,,,,,,,,,0
EXCLUDED/OPT OUT,JUNK,0.4865,best fuzzy 0.49 below cutoff 0.60 (query='excluded opt out'),,,,,,,,,,,,,0
F,JUNK,0.25,best fuzzy 0.25 below cutoff 0.60 (query='f'),,,,,,,,,,,,,0
Hand,207XS0106X|2082S0105X|2086S0105X|2251H1200X|225XH1200X,1.0,fuzzy match (query='hand'): 'orthopaedic surgery hand surgery' score=1.00; 'plastic surgery surgery the hand' score=1.00; 'surgery surgery the hand' score=1.00; 'occupational therapist hand' score=1.00; 'therapist hand' score=1.00,,,,,,,,,,,,,1
FAMILY PRACTICE & OSTEOPATHIC MANIPULATIVE TREATMENT,207Q00000X,1.0,fuzzy match (query='family osteopathic manipulative treatment'): 'family medicine osteopathic manipulative treatment' score=1.00,,,,,,,,,,,,,1
FC,JUNK,0.2857,best fuzzy 0.29 below cutoff 0.60 (query='fc'),,,,,,,,,,,,,0
MEAL SERVICES,174200000X,0.8889,fuzzy match (query='meal'): 'meals' score=0.89,Meals,1,0,0,0.0,0.0,1,0.5556,0.5556,0.5556,0,0.7267,0
FG,JUNK,0.4,best fuzzy 0.40 below cutoff 0.60 (query='fg'),,,,,,,,,,,,,0
BEHAVIORAL HEALTH,2080P0006X|2084B0040X|251S00000X|3104A0630X,1.0,fuzzy match (query='behavioral'): 'pediatrics developmental behavioral pediatrics' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'community behavioral' score=1.00; 'assisted living assisted living behavioral disturbances' score=1.00,,,,,,,,,,,,,1
FH,JUNK,0.3333,best fuzzy 0.33 below cutoff 0.60 (query='fh'),,,,,,,,,,,,,0
FISCAL INTERMEDIARY,146M00000X|207RC0200X,0.6452,fuzzy match (query='fiscal intermediary'): 'intermediate' score=0.65; 'internal medicine critical medicine' score=0.62,Internal Medicine Critical Care Medicine,1,0,0,0.0,0.0,1,0.56,0.56,0.56,1,0.1795,0
FOCUSED TREATMENT LICENSED SUPERVISOR,JUNK,0.5806,best fuzzy 0.58 below cutoff 0.60 (query='focused treatment licensed supervisor'),,,,,,,,,,,,,0
FOOT,207XX0004X|213ES0103X|213ES0131X,1.0,fuzzy match (query='foot'): 'orthopaedic surgery foot ankle surgery' score=1.00; 'podiatrist foot ankle surgery' score=1.00; 'podiatrist foot surgery' score=1.00,,,,,,,,,,,,,1
FREE STANDING (HOSPICE),207PE0004X|207PH0002X,1.0,fuzzy match (query='free standing hospice palliative medicine'): 'medicine' score=1.00; 'medicine hospice palliative medicine' score=1.00,,,,,,,,,,,,,1
ELECTROPHYSIOLOGY,207RC0001X|2251E1300X,1.0,fuzzy match (query='electrophysiology'): 'internal medicine cardiac electrophysiology' score=1.00; 'therapist electrophysiology' score=1.00 + spacing rescue,,,,,,,,,,,,,1
FREE STANDING PSYCHIATRIC HOSPITAL,283Q00000X,1.0,fuzzy match (query='free standing psychiatric'): 'psychiatric' score=1.00,,,,,,,,,,,,,1
FW,JUNK,0.2222,best fuzzy 0.22 below cutoff 0.60 (query='fw'),,,,,,,,,,,,,0
CASE MANAGEMENT,251B00000X,1.0,exact match on 'case management',,,,,,,,,,,,,1
SUPPORTS BROKERAGE AGENCY,251X00000X,1.0,fuzzy match (query='supports brokerage agency'): 'supports brokerage' score=1.00,,,,,,,,,,,,,1
GENERAL,208D00000X,1.0,exact match on 'general' + spacing rescue,,,,,,,,,,,,,1
General Medicine,207PE0004X|2083P0901X|208D00000X,1.0,fuzzy match (query='general medicine'): 'medicine' score=1.00; 'general' score=1.00; 'preventive medicine public general preventive medicine' score=1.00,,,,,,,,,,,,,1
GERIATRIC,1835G0303X|207QG0300X|207RG0300X|2084P0805X|2278G0305X,1.0,fuzzy match (query='geriatric'): 'family medicine geriatric medicine' score=1.00; 'internal medicine geriatric medicine' score=1.00; 'psychiatry neurology geriatric psychiatry' score=1.00; 'pharmacist geriatric' score=1.00; 'respiratory therapist certified geriatric' score=1.00 + spacing rescue,,,,,,,,,,,,,1
GERIOPSYCHIATRIC,283Q00000X,0.8148,fuzzy match (query='geriopsychiatric'): 'psychiatric' score=0.81,Psychiatric Hospital,1,0,0,0.0,0.0,0,0.6667,0.6667,0.6667,1,0.3907,0
